Date,Open,High,Low,Close,Adj Close,Volume
2018-01-02,52.7599983215332,52.790000915527344,52.16999816894531,52.189998626708984,43.32794952392578,6644600
2018-01-03,52.29999923706055,52.54999923706055,51.91999816894531,52.33000183105469,43.44417953491211,6955500
2018-01-04,52.79999923706055,53.529998779296875,52.5099983215332,53.130001068115234,44.10832977294922,8678800
2018-01-05,53.20000076293945,53.2400016784668,52.7400016784668,53.11000061035156,44.091732025146484,6476000
2018-01-08,52.93000030517578,53.16999816894531,52.689998626708984,52.88999938964844,43.909088134765625,6681400
2018-01-09,53.060001373291016,53.52000045776367,53.02000045776367,53.29999923706055,44.24946975708008,6622700
2018-01-10,53.939998626708984,54.47999954223633,53.61000061035156,53.93000030517578,44.77248764038086,11028800
2018-01-11,54.13999938964844,54.34000015258789,53.81999969482422,54.20000076293945,44.99664306640625,8310000
2018-01-12,54.56999969482422,55.13999938964844,54.52000045776367,55.119998931884766,45.76042938232422,8998000
2018-01-16,55.650001525878906,55.97999954223633,54.20000076293945,54.599998474121094,45.32872009277344,11168500
2018-01-17,54.779998779296875,55.40999984741211,53.86000061035156,55.349998474121094,45.95136260986328,11905200
2018-01-18,55.900001525878906,55.9900016784668,55.09000015258789,55.84000015258789,46.35816955566406,13953900
2018-01-19,55.689998626708984,57.5,55.689998626708984,57.459999084472656,47.70308303833008,15124200
2018-01-22,56.470001220703125,57.47999954223633,56.130001068115234,57.36000061035156,47.620059967041016,16858300
2018-01-23,57.13999938964844,57.310001373291016,56.650001525878906,56.90999984741211,47.24647521972656,9372200
2018-01-24,57.209999084472656,57.72999954223633,56.900001525878906,57.2400016784668,47.52043533325195,8403600
2018-01-25,57.36000061035156,57.369998931884766,56.61000061035156,56.810001373291016,47.16345977783203,9463800
2018-01-26,57.09000015258789,57.619998931884766,56.75,57.599998474121094,47.819297790527344,8382200
2018-01-29,57.4900016784668,58.04999923706055,57.40999984741211,57.45000076293945,47.694786071777344,7493500
2018-01-30,56.66999816894531,57.290000915527344,56.54999923706055,56.599998474121094,47.19449234008789,7321200
2018-01-31,56.709999084472656,57.08000183105469,56.33000183105469,56.54999923706055,47.152793884277344,7193100
2018-02-01,56.5,57.459999084472656,56.369998931884766,57.45000076293945,47.903236389160156,7474400
2018-02-02,57.029998779296875,57.290000915527344,55.38999938964844,55.47999954223633,46.260597229003906,9783700
2018-02-05,54.63999938964844,55.630001068115234,51.91999816894531,52.54999923706055,43.81748962402344,13439000
2018-02-06,51.20000076293945,54.36000061035156,50.900001525878906,54.33000183105469,45.30171203613281,17628700
2018-02-07,53.91999816894531,55.709999084472656,53.88999938964844,54.54999923706055,45.485145568847656,11541700
2018-02-08,54.540000915527344,54.650001525878906,51.790000915527344,51.790000915527344,43.18379211425781,14073100
2018-02-09,52.560001373291016,52.90999984741211,50.02000045776367,52.13999938964844,43.47562789916992,15736400
2018-02-12,52.79999923706055,54.13999938964844,52.619998931884766,53.43000030517578,44.55126190185547,11712900
2018-02-13,53.029998779296875,53.880001068115234,52.86000061035156,53.38999938964844,44.517906188964844,8659500
2018-02-14,53.27000045776367,55.099998474121094,53.2599983215332,55.04999923706055,45.90205383300781,10536300
2018-02-15,55.47999954223633,55.599998474121094,54.58000183105469,55.400001525878906,46.19389343261719,7769900
2018-02-16,55.29999923706055,55.56999969482422,54.95000076293945,55.13999938964844,45.97709655761719,7448200
2018-02-20,54.93000030517578,55.650001525878906,54.7400016784668,55.060001373291016,45.9103889465332,7709400
2018-02-21,55.11000061035156,56.33000183105469,54.959999084472656,55.099998474121094,45.94375228881836,8363000
2018-02-22,55.40999984741211,55.90999984741211,54.61000061035156,54.86000061035156,45.74363708496094,6111600
2018-02-23,55.040000915527344,56.130001068115234,55.040000915527344,56.06999969482422,46.752559661865234,6687100
2018-02-26,56.310001373291016,57.0099983215332,56.20000076293945,57.0099983215332,47.53635025024414,7795800
2018-02-27,57.0,57.81999969482422,56.66999816894531,56.720001220703125,47.29454803466797,11757700
2018-02-28,57.09000015258789,57.630001068115234,56.0099983215332,56.02000045776367,46.710880279541016,9599100
2018-03-01,55.88999938964844,56.290000915527344,54.40999984741211,54.4900016784668,45.43511962890625,12093900
2018-03-02,54.13999938964844,54.869998931884766,53.5099983215332,54.7400016784668,45.64357376098633,12154100
2018-03-05,54.31999969482422,56.0,54.279998779296875,55.4900016784668,46.268943786621094,7598500
2018-03-06,55.88999938964844,56.709999084472656,55.40999984741211,56.560001373291016,47.161136627197266,9762300
2018-03-07,55.83000183105469,57.029998779296875,55.70000076293945,56.880001068115234,47.42796325683594,8181000
2018-03-08,56.95000076293945,57.16999816894531,55.970001220703125,56.959999084472656,47.49465560913086,7553500
2018-03-09,57.34000015258789,58.790000915527344,57.25,58.66999816894531,48.92050552368164,10536000
2018-03-12,58.61000061035156,59.380001068115234,58.54999923706055,58.90999984741211,49.12061309814453,8123200
2018-03-13,59.220001220703125,59.290000915527344,57.869998931884766,58.029998779296875,48.38686752319336,6031100
2018-03-14,58.41999816894531,58.41999816894531,56.79999923706055,56.9900016784668,47.519683837890625,8384300
2018-03-15,57.38999938964844,57.540000915527344,56.939998626708984,57.220001220703125,47.711463928222656,5648700
2018-03-16,57.38999938964844,58.060001373291016,57.290000915527344,57.5099983215332,47.95327377319336,9144800
2018-03-19,57.400001525878906,57.66999816894531,56.189998626708984,56.95000076293945,47.4863166809082,8117800
2018-03-20,57.189998626708984,57.869998931884766,56.88999938964844,57.470001220703125,47.919921875,8426700
2018-03-21,57.33000183105469,58.16999816894531,56.88999938964844,57.11000061035156,47.61973190307617,8676000
2018-03-22,56.310001373291016,56.66999816894531,54.5099983215332,54.63999938964844,45.56018829345703,14900500
2018-03-23,54.90999984741211,54.91999816894531,51.9900016784668,52.06999969482422,43.417259216308594,16707800
2018-03-26,53.33000183105469,54.43000030517578,52.63999938964844,54.29999923706055,45.27669143676758,11913700
2018-03-27,54.529998779296875,54.900001525878906,52.630001068115234,53.150001525878906,44.31779861450195,12389400
2018-03-28,53.279998779296875,53.43000030517578,51.970001220703125,52.90999984741211,44.117671966552734,11262300
2018-03-29,53.2400016784668,54.439998626708984,53.02000045776367,53.959999084472656,44.99319076538086,7349200
2018-04-02,53.83000183105469,54.02000045776367,51.939998626708984,52.720001220703125,43.959251403808594,9311000
2018-04-03,53.0099983215332,53.540000915527344,52.2599983215332,53.16999816894531,44.33446502685547,10335800
2018-04-04,52.16999816894531,53.790000915527344,52.119998931884766,53.66999816894531,44.751373291015625,6692100
2018-04-05,54.209999084472656,55.38999938964844,54.150001525878906,54.86000061035156,45.74363708496094,9968200
2018-04-06,54.11000061035156,54.52000045776367,52.4900016784668,53.040000915527344,44.22607421875,9578500
2018-04-09,53.59000015258789,54.630001068115234,53.27000045776367,53.349998474121094,44.48455810546875,8111600
2018-04-10,54.119998931884766,54.540000915527344,53.560001373291016,54.13999938964844,45.14328384399414,8836300
2018-04-11,52.95000076293945,53.47999954223633,52.61000061035156,52.7400016784668,43.97592544555664,12121200
2018-04-12,53.33000183105469,54.29999923706055,53.29999923706055,53.849998474121094,44.90147018432617,9315200
